ISO3,Country,hdicode,region,hdi_rank_2021,gnipc_1990,gnipc_1991,gnipc_1992,gnipc_1993,gnipc_1994,gnipc_1995,gnipc_1996,gnipc_1997,gnipc_1998,gnipc_1999,gnipc_2000,gnipc_2001,gnipc_2002,gnipc_2003,gnipc_2004,gnipc_2005,gnipc_2006,gnipc_2007,gnipc_2008,gnipc_2009,gnipc_2010,gnipc_2011,gnipc_2012,gnipc_2013,gnipc_2014,gnipc_2015,gnipc_2016,gnipc_2017,gnipc_2018,gnipc_2019,gnipc_2020,gnipc_2021
URY,Uruguay,Very High,LAC,58,10699.72084,11130.23386,11984.48622,12230.23593,12993.59291,12746.59981,13386.57815,14520.43184,15075.17988,14797.83113,14447.51049,13863.30468,12897.16027,12446.62399,13048.45186,14226.02679,14884.97098,15828.80644,16795.81997,17404.48653,18614.31477,19578.65067,19381.35212,20666.30667,21004.10273,21439.38802,21673.66035,21733.37205,21730.72567,21916.76822,20441.92913,21268.88122
USA,United States,Very High,,21,39472.3021,38997.77919,39677.08666,40069.43868,41280.44005,42183.13373,43533.95344,45256.99435,47253.20126,48806.13219,50420.86712,50701.40306,50936.99207,51602.26263,53068.89741,54305.12642,55681.43355,55542.57264,54095.39699,52795.10587,54265.33606,54949.54774,56402.58237,56904.62415,58314.25546,59682.8778,59969.35653,61186.46283,62626.32702,63614.86366,61461.64197,64765.21509
UZB,Uzbekistan,High,ECA,101,3472.614754,3375.031431,2928.28956,2802.399012,2601.278307,2528.409015,2516.539211,2583.554927,2666.620766,2732.518161,2741.040168,2852.797942,2943.953086,3041.282538,3250.889111,3439.404262,3567.76127,4101.007448,4240.700719,4499.637461,4943.025175,5275.207055,5599.849102,5977.987646,6258.947949,6485.233243,6725.763449,6974.358065,7303.472178,7499.478344,7512.022906,7916.785725
VCT,Saint Vincent and the Grenadines,High,LAC,89,6185.527922,6184.505565,6617.215376,6820.810696,6558.563361,7102.313941,7249.186638,7410.344354,7742.503481,8009.950058,8153.521341,8376.855392,8886.756276,9420.992574,9737.161293,10002.26481,10906.968,11394.27153,11579.83607,11506.67603,11139.20682,11073.09644,11370.47393,11624.45716,11422.1553,11637.726,11770.05999,12188.7601,12618.61184,12269.13362,12030.75949,11961.08792
VEN,Venezuela (Bolivarian Republic of),Medium,LAC,120,16424.636,17598.569,18235.914,17875.116,17071.451,17364.324,16965.033,17681.472,17385.75,16027.197,16072.076,16343.749,14654.607,13301.808,15485.932,16817.616,18193.572,19485.41,20205.672,19268.248,18702.897,19201.512,19990.746,19973.024,18928.272,17510.852,14482.668,12321.887,10431.452,7045.248,4908.065,4810.882621
VNM,Viet Nam,High,EAP,115,1579.561078,1656.983675,1799.139508,1898.469647,2055.383788,2263.338912,2420.236155,2564.376914,2661.435576,2766.88644,2933.150458,3085.329744,3239.883125,3432.875306,3647.446549,3886.129712,4105.475098,4329.994612,4521.79679,4659.132555,4922.812426,5148.770463,5371.785971,5588.797805,5830.68531,6055.98238,6313.486671,6611.941253,7097.936558,7529.942469,7741.882535,7867.371345
VUT,Vanuatu,Medium,EAP,140,2796.691933,2648.554526,2472.191472,2469.48714,2443.395921,2549.196357,2597.366653,2629.264118,2688.953424,2793.51902,2795.741554,2756.182045,2561.696975,2598.666954,2618.474793,2648.817055,2864.764402,2871.305544,3099.601738,3013.346393,2991.247208,3024.658712,2865.599326,2929.854856,3031.763329,2969.834779,3043.566834,3089.938709,3200.787431,3417.730001,3174.307445,3085.411633
WSM,Samoa,High,EAP,111,,,,,,3925.098552,4363.2117,4372.832552,4470.614763,4582.379443,4873.284231,5263.515155,5001.860828,5235.677844,5459.005096,5653.999826,5644.886636,5983.036429,5946.567662,5906.688081,6053.161282,5959.794044,5683.651395,5675.889504,5757.48605,6222.783552,6401.83098,6287.673021,6280.573936,6356.98869,5812.868328,5307.953374
YEM,Yemen,Low,AS,183,2730.788444,2574.032279,2550.0361,2538.306132,2475.452053,2691.795957,2983.637039,3069.567853,3235.378693,3162.854312,3334.373285,3466.026749,3516.398906,3576.926075,3593.508139,3673.872607,3858.420964,3886.050629,3889.668856,3925.035508,3902.233535,3161.129536,3152.900024,3212.651579,2775.842952,1785.788608,1494.230811,1302.425254,1341.656234,1349.567046,1370.601082,1314.270189
ZAF,South Africa,High,SSA,109,10900.72606,10629.93501,10178.63915,10085.3213,10193.1244,10276.53337,10491.13903,10577.38399,10443.91836,10533.51009,10823.0723,10895.36062,11214.99293,11380.46217,11833.22103,12299.16465,12824.9738,13167.32141,13430.35398,13145.82043,13354.96125,13514.30361,13602.25352,13732.25252,13700.83456,13694.72811,13545.35859,13475.98821,13491.22179,13366.47464,12449.67104,12948.37325
ZMB,Zambia,Medium,SSA,154,2015.484747,1865.878534,1818.589486,1940.829074,1755.655971,1763.509351,1836.686374,1853.509751,1787.142659,1848.441511,1879.117195,1934.086619,1978.769525,2076.947214,2088.561487,2154.594327,2225.630647,2300.748795,2499.089747,2799.939636,2872.004712,2873.031079,3333.576512,3389.47894,3263.039162,3403.471444,3237.50565,3330.552717,3418.096158,3365.410652,3178.619722,3217.767739
ZWE,Zimbabwe,Medium,SSA,146,2660.896738,2742.056651,2477.582183,2494.192348,2585.596789,2540.4448,2799.62845,2776.869008,2722.390955,2664.18119,2448.217915,2508.376048,2363.482258,2167.302016,2071.34529,1973.994783,1892.260606,1840.530098,1563.611915,2381.584309,2817.502775,3154.375903,3618.629526,3632.111591,3644.856047,3638.532892,3606.750671,3728.918785,3864.012419,3674.564482,3654.289051,3809.887158
,Very high human development,,,,27884.27738,27845.86447,27867.3275,27892.26522,28248.30218,28604.74447,29300.87318,30207.76285,30811.60209,31561.57712,32743.04137,33135.3287,33456.67359,34168.14268,35279.07482,36196.68443,37384.64656,38194.1294,37952.64428,36658.29073,37712.89786,38450.30545,38963.81869,39431.12761,40099.45105,40941.16005,41413.1682,42291.24328,43022.5608,43623.08909,41657.31921,43751.59646
,High human development,,,,4336.040378,4418.20982,4491.438658,4606.619688,4751.589367,4866.102867,5077.646656,5290.954293,5331.263724,5448.129099,5727.672323,5927.089314,6192.087404,6501.871709,6911.605154,7314.653126,7881.423998,8566.230869,9064.738619,9321.273613,9967.097778,10488.03949,10997.2412,11447.83834,11972.77016,12353.99942,12836.96711,13403.66495,13916.54956,14404.98601,14270.30163,15167.24771
,Medium human development,,,,2386.839844,2332.388643,2356.82553,2403.609738,2460.840206,2557.653997,2680.504716,2763.31317,2878.610125,2983.344247,3018.643583,3101.151753,3129.02479,3203.565039,3430.471119,3620.809217,3831.573322,4054.547286,4161.530261,4331.180428,4540.80438,4774.347815,4923.049987,5102.134354,5328.17136,5586.679904,5826.547142,6086.411828,6330.346418,6475.844817,5991.144119,6353.491965
,Low human development,,,,2109.179187,2072.710467,2069.270638,1999.325859,1954.173732,1993.589265,2047.424757,2048.964667,2048.210182,2061.792002,2053.759692,2111.875373,2187.539658,2251.208203,2355.961178,2431.044102,2557.258631,2621.252112,2659.939971,2710.019351,2762.800144,2807.752638,2830.423902,2900.932409,2994.209523,3008.936978,3010.490574,3025.572874,3048.474307,3061.709377,2962.989013,3009.120913
,Arab States,,,,9707.256618,9559.879836,9924.886051,10030.47086,10033.86505,10114.83041,10428.22505,10707.10672,11089.64425,11027.72796,11353.81944,11372.50543,11106.13525,11360.44717,12011.12743,12323.17533,12832.65574,13230.24025,13678.01382,13415.19017,13521.86868,14045.85307,14143.8748,14045.0013,14057.15609,14258.53841,14442.67553,14286.29133,14294.54671,14257.78738,13360.97099,13500.55615
,East Asia and the Pacific,,,,2232.824865,2379.275464,2590.562321,2818.359215,3073.970566,3288.717691,3532.670093,3728.598439,3697.960342,3865.010898,4104.118243,4332.770221,4628.603311,4975.598065,5360.772955,5793.746752,6372.722954,7079.582671,7605.871242,8048.715525,8750.919217,9357.723849,9991.529671,10546.68782,11238.99492,11805.22066,12462.29484,13202.09732,13904.11501,14621.33428,14622.6361,15580.43686
,Europe and Central Asia,,,,11856.97152,11036.42392,10187.4269,9603.650457,8346.075282,8094.374539,8239.321302,8618.391085,8831.026999,8623.257209,9041.598611,9039.184996,9555.196439,10137.61418,11066.12703,11769.33462,12594.23056,13398.32823,13649.31285,12977.97958,13772.57032,14627.69645,15161.40943,15938.93486,16281.68629,16663.66528,16729.09393,17400.71295,17861.2888,18027.10959,18031.67782,19351.83702
,Latin America and the Caribbean,,,,10312.28063,10549.17741,10697.90861,10931.34104,11212.20032,11172.71187,11387.09307,11813.12746,11880.54439,11680.90531,11996.31967,11890.72668,11696.84649,11756.07664,12225.18929,12600.51709,13258.90907,13859.23061,14260.45704,13792.90852,14405.76566,14908.2416,15182.34194,15491.84989,15516.66697,15441.8236,15116.5092,15126.06718,15057.3943,14895.53164,13727.0032,14520.66124
,South Asia,,,,2225.209424,2262.494757,2329.408533,2357.586432,2406.013306,2505.024757,2616.020316,2646.948777,2722.934898,2852.283569,2919.15669,2982.672985,3059.720226,3231.790362,3404.101643,3579.948027,3782.967888,4013.731519,4062.72916,4245.960573,4477.712201,4635.989136,4741.28984,4923.642694,5183.331005,5449.187212,5789.022974,6116.711799,6355.589677,6471.972919,6077.350961,6481.393135
,Sub-Saharan Africa,,,,2878.044092,2824.023778,2648.992129,2570.493491,2523.854657,2584.196036,2637.199063,2670.050443,2661.178984,2649.92126,2618.797033,2676.551793,2775.765,2809.721833,2915.547746,3005.427561,3152.701307,3231.180967,3286.385279,3328.225297,3410.792995,3482.800168,3551.647275,3639.137221,3763.856396,3803.834306,3772.922733,3754.362823,3755.151307,3778.105787,3629.618138,3698.868914
,World,,,,9628.787491,9577.520238,9566.035153,9569.747374,9670.827056,9823.895808,10059.75326,10331.07446,10468.56727,10667.47697,11008.37509,11148.27215,11282.50594,11536.40701,11966.61887,12335.86253,12841.50433,13302.99294,13407.20641,13215.11345,13700.12551,14069.2191,14356.94128,14627.80308,14985.56805,15326.54803,15614.11875,16022.41006,16372.22453,16652.53351,15963.88897,16752.08292
